timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1731096488025,63120,ESTRESSE,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to reqres.in:80 [reqres.in/104.26.10.213, reqres.in/172.67.73.173, reqres.in/104.26.11.213] failed: Connection timed out: connect",jp@gc - Ultimate Thread Group 2-467,text,false,,2660,0,70,119,http://reqres.in/api/users?page=2,0,0,63120
1731096465864,85281,ESTRESSE,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to reqres.in:443 [reqres.in/104.26.10.213, reqres.in/172.67.73.173, reqres.in/104.26.11.213] failed: Connection timed out: connect",jp@gc - Ultimate Thread Group 2-90,text,false,,4262,127,69,118,https://reqres.in/api/users?page=2,22167,0,22107
1731096465864,22167,ESTRESSE-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 2-90,text,true,,970,127,69,118,http://reqres.in/api/users?page=2,22167,0,22107
1731096488032,63113,ESTRESSE-1,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to reqres.in:443 [reqres.in/104.26.10.213, reqres.in/172.67.73.173, reqres.in/104.26.11.213] failed: Connection timed out: connect",jp@gc - Ultimate Thread Group 2-90,text,false,,3292,0,69,118,https://reqres.in/api/users?page=2,0,0,63113
1731096488045,63100,ESTRESSE,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to reqres.in:80 [reqres.in/104.26.10.213, reqres.in/172.67.73.173, reqres.in/104.26.11.213] failed: Connection timed out: connect",jp@gc - Ultimate Thread Group 2-466,text,false,,2660,0,68,117,http://reqres.in/api/users?page=2,0,0,63100
1731096488085,63135,ESTRESSE,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to reqres.in:80 [reqres.in/104.26.10.213, reqres.in/172.67.73.173, reqres.in/104.26.11.213] failed: Connection timed out: connect",jp@gc - Ultimate Thread Group 2-464,text,false,,2660,0,67,116,http://reqres.in/api/users?page=2,0,0,63135
1731096488105,63130,ESTRESSE,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to reqres.in:80 [reqres.in/104.26.10.213, reqres.in/172.67.73.173, reqres.in/104.26.11.213] failed: Connection timed out: connect",jp@gc - Ultimate Thread Group 2-463,text,false,,2660,0,66,115,http://reqres.in/api/users?page=2,0,0,63130
1731096488145,63136,ESTRESSE,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to reqres.in:80 [reqres.in/104.26.10.213, reqres.in/172.67.73.173, reqres.in/104.26.11.213] failed: Connection timed out: connect",jp@gc - Ultimate Thread Group 2-461,text,false,,2660,0,65,114,http://reqres.in/api/users?page=2,0,0,63136
1731096452366,99317,ESTRESSE,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to reqres.in:443 [reqres.in/104.26.10.213, reqres.in/172.67.73.173, reqres.in/104.26.11.213] failed: Connection timed out: connect",jp@gc - Ultimate Thread Group 2-150,text,false,,4262,127,64,112,https://reqres.in/api/users?page=2,36195,0,36128
1731096452366,36195,ESTRESSE-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 2-150,text,true,,970,127,64,112,http://reqres.in/api/users?page=2,36195,0,36128
